,latitude,longitude
118,40.7351959737,-73.7178041359
119,40.6374314815,-73.9523836663
120,40.7542100209,-73.9229659245
121,40.6586809987,-73.9312369386
122,40.6175125665,-73.9993477247
123,40.738439995,-73.9832871309
124,40.7698185721,-73.9178883485
125,40.7422278978,-73.8544886763
126,40.7521557232,-73.9273688087
127,40.6027232409,-73.9931409602
128,40.7279317293,-73.8917947906
129,40.8335270212,-73.8604268834
130,40.5748752182,-73.9743722703
131,40.7429369491,-73.920694303
132,40.8000244709,-73.9679315694
133,40.7486414533,-73.9891339044
134,40.8542003764,-73.8871688393
135,40.7887455493,-73.9773075522
136,40.8953042654,-73.8603865888
137,40.606658908,-73.9647047939
138,40.7024900265,-73.9898356674
139,40.7383644667,-73.9895472159
140,40.7141202706,-73.9498740106
141,40.6663213504,-73.7355480702
142,40.6352671154,-74.1065936765
143,40.7475211577,-73.9804080692
144,40.7118228658,-73.9427178116
145,40.8759667214,-73.8493451143
146,40.7499871377,-73.9751590167
147,40.7983684009,-73.9407869856
148,40.7983107079,-73.9461836743
149,40.6389302751,-73.8950209661
150,40.7685462285,-73.9112978959
151,40.8843099275,-73.9007049426
152,40.8102103076,-73.9614975716
153,40.7008530208,-73.922046224
154,40.7694614058,-73.7363354578
155,40.6189416711,-74.0300418049
156,40.6105076732,-73.9546725325
157,40.6467252901,-73.9037109127
158,40.7401571022,-73.9949357859
159,40.7318418606,-73.9839405159
160,40.7767081151,-73.9577221385
161,40.8588900734,-73.9034392392
162,40.8564743618,-73.8559949201
163,40.8433466554,-73.9126145949
164,40.6294323129,-74.0108826407
165,40.8550015635,-73.886609327
166,40.5868076748,-74.092020438
167,40.6687548769,-73.9166072173
168,40.6090469475,-73.971653535
169,40.6641509684,-73.9837601451
170,40.7442270224,-73.9860810837
171,40.7186873985,-74.0053066779
172,40.7263068354,-73.7891850507
173,40.6115945737,-73.9734165927
174,40.8055528887,-73.9399875463
175,40.6324242288,-73.9466827769
176,40.5867277902,-73.9523849235
177,40.7311465135,-73.9941972289
178,40.7018307048,-73.8816011067
179,40.712446765,-73.9969807722
180,40.5768362515,-73.9823004104
181,40.7832966102,-73.9809077452
182,40.7267718667,-73.7892425691
183,40.8236411736,-73.9440494088
184,40.6524733247,-73.9591311726
185,40.7344249846,-73.8743984699
186,40.8620295622,-73.8997973454
187,40.7639537253,-73.8817089845
188,40.5737913751,-74.1158601008
189,40.5970033324,-73.9749529031
190,40.7480817667,-73.8790848309
191,40.7373472956,-73.9891660287
192,40.6422576344,-73.9578189262
193,40.707211744,-74.0094703677
194,40.8286054515,-73.948652718
195,40.7522277202,-73.9800947458
196,40.6301076849,-74.1073687271
197,40.5986945249,-73.9553743076
198,40.7598627381,-73.9882294723
199,40.840496517,-73.917359464
200,40.7569139814,-73.9744028051
201,40.7130240664,-73.8784964609
202,40.7615000808,-73.9744005002
203,40.6442065716,-73.9762731012
204,40.7508150738,-73.8627609087
205,40.5956540375,-73.9608577355
206,40.7620552332,-73.868894009
207,40.7065233121,-74.0064346065
208,40.7397499718,-73.9872720922
209,40.6854157904,-73.8284391815
210,40.7556347477,-73.9743081126
211,40.7644104776,-73.9156115478
212,40.8392726772,-73.9184926999
213,40.6100911921,-73.9844328781
214,40.8701620871,-73.9156291978
215,40.6688184066,-73.9169497036
216,40.8533533917,-73.8890394417
217,40.7352553555,-73.875952117
218,40.7479454984,-73.9784932146
219,40.6182775782,-73.9322583483
220,40.6802211054,-73.9404547643
221,40.7127296896,-73.8787692771
222,40.5963012378,-73.9799023115
223,40.713389092,-73.7644646325
224,40.8495620584,-73.9344967862
225,40.7056857555,-73.80205693
226,40.627745803,-73.9471389595
227,40.6331381768,-73.993608967
228,40.7474520773,-73.9918245115
229,40.6401869389,-73.9945394385
230,40.7365271114,-73.7125304077
231,40.7464460249,-73.9877734658
232,40.7288258385,-73.7820112489
233,40.608193765,-73.9571710108
234,40.7434894891,-73.9826614946
235,40.7091973632,-73.8188532779
236,40.879713803,-73.9041034301
237,40.8097176494,-73.9241532615
238,40.7666667888,-73.912825295
239,40.8208879535,-73.8925443255
240,40.6187651318,-73.9906590601
241,40.739323065,-73.7005708962
242,40.7375255728,-73.9911723503
243,40.6268903367,-73.9463895297
244,40.7555712424,-73.8279278756
245,40.7105091412,-73.851506288
246,40.7511936499,-73.9793245226
247,40.599472263,-73.9890771968
248,40.7823188582,-73.9536289039
249,40.7215786027,-73.8415835666
250,40.59868295,-73.9416474349
251,40.6584053258,-73.9603920296
252,40.6240053148,-73.92118018
253,40.6009313771,-73.9367451683
254,40.7039025292,-73.9415718964
255,40.6849412054,-73.9794797423
256,40.6194077926,-73.9185405129
257,40.7122275324,-73.8270275852
258,40.6800505879,-73.9969403881
259,40.7135118044,-74.009183232
260,40.7430279538,-73.9182210847
261,40.7428956378,-73.9440275938
262,40.748417096,-73.9941144425
263,40.6699730121,-73.9310817569
264,40.7432600554,-73.9863356637
265,40.6306065428,-74.022095986
266,40.8205471268,-73.8176979137
267,40.6129722334,-73.9630625953
268,40.7072188924,-73.8969292753
269,40.7076621451,-74.0057968845
270,40.6349833109,-73.9674308662
271,40.7465966115,-73.8944130199
272,40.7182372857,-74.0004208245
273,40.7496488884,-73.8846533342
274,40.7340164399,-73.9928895187
275,40.762050362,-73.9938303821
276,40.6125956001,-73.9966936646
277,40.6224222456,-74.004704123
278,40.5383258365,-74.1492046912
279,40.8366524659,-73.8521526463
280,40.757611827,-73.8277893117
281,40.7013874394,-73.9051689758
282,40.7604253595,-73.9211927858
283,40.8436130227,-73.8455358504
284,40.7457750659,-73.9945464963
285,40.865740836,-73.9264142183
286,40.9060963091,-73.8490940837
287,40.7271515569,-73.9523887133
288,40.6377668548,-73.8970682758
289,40.7394208701,-73.9823696547
290,40.6304178038,-73.9785264794
291,40.761602654,-73.962692623
292,40.8261184875,-73.9494939176
293,40.8735810647,-73.8957442453
294,40.7750585913,-73.9841003527
295,40.69253733,-73.8554279264
296,40.8490372595,-73.9320306734
297,40.6769634612,-73.74268328
298,40.7557116145,-73.8829971605
299,40.7529887097,-73.791868694
300,40.6803591583,-73.8417673567
301,40.750009001,-73.9794045627
302,40.7272384258,-73.8531606722
303,40.750384796,-73.8702389446
304,40.7756859901,-73.9099715372
305,40.7308919703,-73.9816904531
306,40.6746716127,-73.8038730965
307,40.6664921454,-73.9424013309
308,40.7523282133,-73.9957388024
309,40.7634422071,-73.8308906219
310,40.7655405494,-73.9186334658
311,40.7822309326,-73.9810894523
312,40.7187928429,-74.0008747574
313,40.5870718955,-73.9602048343
314,40.6816362377,-73.8794794584
315,40.7644228943,-73.884484614
316,40.7610941558,-73.8038147013
317,40.6761214729,-73.8197523515
318,40.7259193237,-73.8509740549
319,40.7562189052,-73.9773998987
320,40.8259437211,-73.8215270428
321,40.6677856783,-73.9368491663
322,40.7612546551,-73.9779379761
323,40.7827106411,-73.9480852578
324,40.7430504698,-73.9797036646
325,40.6079035633,-73.9605485263
326,40.7882811204,-73.9535047182
327,40.7069395772,-73.8976339062
328,40.7208455063,-73.9880158798
329,40.5984461514,-73.9582784884
330,40.8552825266,-73.8877158182
331,40.6858555076,-73.8273259738
332,40.7045183422,-73.8091942654
333,40.6755435616,-73.9719221161
334,40.8425692212,-73.8461077884
335,40.604911762,-73.9978402926
336,40.7675891473,-73.9620323346
337,40.6369987997,-74.0075536503
338,40.7408094497,-74.0018955165
339,40.7682265021,-73.9615702358
340,40.867713929,-73.8990709215
341,40.7455428198,-73.9951935746
342,40.7530120215,-73.9877336263
343,40.7461669474,-73.9422484062
344,40.77513214,-73.9103733281
345,40.8630988657,-73.895167794
346,40.6529831502,-73.8385397725
347,40.703452761,-74.0131584464
348,40.6210631463,-74.0266674344
349,40.8725404817,-73.8755129668
350,40.6140833919,-74.0005164251
351,40.7182411493,-73.8373773846
352,40.8014333842,-73.9648567832
353,40.8727580805,-73.8883926073
354,40.7192979918,-73.996333597
355,40.7427381035,-73.9943618575
356,40.7398887953,-73.9867252154
357,40.8554182869,-73.9057578608
358,40.754229086,-73.9765374427
359,40.7467709798,-73.8832519906
360,40.7312825443,-73.9941989312
361,40.7639437813,-73.9236620331
362,40.6944974358,-73.987092034
363,40.6824814566,-73.9095648241
364,40.7055042997,-74.0060360494
365,40.7443642161,-73.992415247
366,40.6411970113,-73.9484629522
367,40.6051494922,-73.7521188744
368,40.742200544,-73.9832141562
369,40.6408582193,-74.004077124
370,40.7519832817,-73.9888557814
371,40.7015766313,-73.8063213574
372,40.8313062401,-73.830752161
373,40.7466615085,-73.9936711464
374,40.8453366904,-73.8315209962
375,40.7288359441,-73.9846922488
376,40.8052836334,-73.9397977649
377,40.5985301509,-73.9597264726
378,40.8501704466,-73.9329847344
379,40.7125522516,-73.8282447421
380,40.6012293638,-73.9343309096
381,40.7596713898,-73.9894950586
382,40.5902666931,-73.971062766
383,40.7022723339,-73.8198207568
384,40.670905627,-73.9421156499
385,40.7668512914,-73.9628603828
386,40.7195502431,-73.8393152952
387,40.8295651202,-73.8740342314
388,40.7543040808,-73.9924509113
389,40.7696592702,-73.9624064832
390,40.8207099371,-73.9399583207
391,40.6906326587,-73.9881222444
392,40.7264001099,-73.9954858259
393,40.6302805956,-74.0104305248
394,40.6412723391,-73.9859359439
395,40.6448022482,-73.9552561985
396,40.6837556985,-73.8719952154
397,40.83293558,-73.851387127
398,40.6836689969,-73.834003728
399,40.7130192506,-73.878360999
400,40.7468705178,-73.9524641717
401,40.7302941753,-73.9831988345
402,40.7603820389,-73.9700536033
403,40.7745177887,-73.9591135784
404,40.6683404145,-73.9066143947
405,40.8305150422,-73.9476773368
406,40.8367397065,-73.9435996141
407,40.6187547998,-73.9585014007
408,40.5964491462,-73.9845840751
409,40.7314149424,-73.9950245006
410,40.7587433849,-73.83032673
411,40.7254959212,-73.7212396279
412,40.7081812855,-73.8170624311
413,40.8434016441,-73.8360786603
414,40.7435469186,-73.932909607
415,40.7197072679,-74.0021396152
416,40.7204636026,-73.8556100524
417,40.6302753044,-73.9524555552
418,40.7074930414,-73.9613986704
419,40.8472591372,-73.9316399607
420,40.618989622,-73.9229270922
421,40.7295120085,-73.8633005462
422,40.7024858897,-73.8029278697
423,40.7433663013,-73.9917195184
424,40.7183109325,-73.9947601584
425,40.7421639515,-73.9949120914
426,40.6324164378,-73.984176138
427,40.6346637924,-73.9016244519
428,40.7617291331,-73.8305596455
429,40.6374320258,-73.8973406086
430,40.8411270554,-73.9426031101
431,40.7058251117,-74.0076234753
432,40.6359312055,-73.9950386698
433,40.7214684166,-73.8416565643
434,40.6934679395,-73.9800804829
435,40.6843360824,-73.8327603579
436,40.7051772806,-74.0082566169
437,40.762190628,-73.9633080794
438,40.7467451749,-73.8929773217
439,40.7514680337,-73.8712267727
440,40.7004597128,-73.8994197287
441,40.729400542,-73.9809917633
442,40.8097662547,-73.9504323482
443,40.621788452,-74.0057756652
444,40.7769938927,-73.9551716557
445,40.7323892238,-73.8573698818
446,40.8154663553,-73.916444854
447,40.7405186132,-73.9928278746
448,40.8477781615,-73.933124424
449,40.8280029668,-73.8234504105
450,40.7261038005,-73.8522199162
451,40.7001160887,-73.91202382
452,40.8463192309,-73.8317028388
453,40.7560730808,-73.9773075796
454,40.7675870568,-73.984717465
455,40.8312406035,-73.9411358827
456,40.7755670837,-73.9100126281
457,40.7625421882,-73.8338075515
458,40.7681196983,-73.993141644
459,40.7417611788,-73.8807684824
460,40.8577375664,-73.8836975017
461,40.8835254912,-73.8804727884
462,40.6399509073,-74.0764866292
463,40.7645021548,-73.8334181402
464,40.7619959031,-73.9901735053
465,40.5900268722,-73.9720713517
466,40.683934367,-73.8334004442
467,40.7626902001,-73.7709993871
468,40.6352333189,-73.9638437123
469,40.6044760339,-73.9733101964
470,40.6388243295,-74.0097766423
471,40.5944711057,-74.0016005301
472,40.8533110319,-73.8676338501
473,40.8388319771,-73.9416062183
474,40.7529019165,-73.9226369378
475,40.620556827,-73.9886278891
476,40.663431083,-73.9250984634
477,40.7654127453,-73.9795641687
478,40.8122484889,-73.9381217739
479,40.7431582335,-73.9214684502
480,40.6532090651,-73.8864555255
481,40.7474582842,-73.9417967887
482,40.6190830275,-73.9455113222
483,40.6385155871,-73.8950814187
484,40.7321093599,-73.8676466202
485,40.7887805546,-73.9516065332
486,40.8190642823,-73.9272245345
487,40.8076233574,-73.9195610513
488,40.6737353799,-73.9502107785
489,40.7599125866,-73.9900664469
490,40.7626802944,-73.981100348
491,40.7925588929,-73.9522754577
492,40.6598968311,-73.8398535925
493,40.7598122147,-73.9662641264
494,40.8626699026,-73.9249830632
495,40.7600885243,-73.9712715608
496,40.6360075283,-74.0127067225
497,40.6994458008,-73.9049471033
498,40.5999153272,-73.9903342058
499,40.6186191063,-73.9312589957
500,40.6897573605,-73.9781525652
501,40.62562731,-73.9401974171
502,40.7741849747,-73.9078414629
503,40.6109721076,-74.0089653622
504,40.8218907294,-73.9532597163
505,40.7377965524,-74.0039178832
506,40.7712487044,-73.7348503643
507,40.5882701217,-73.9543430795
508,40.7435372599,-73.9168015002
509,40.7287878596,-73.9940272924
510,40.9029584515,-73.8506325298
511,40.5766377255,-73.9840918739
512,40.6274732831,-74.0293273148
513,40.6130907879,-74.1217087921
514,40.7568882623,-73.8043867513
515,40.8112436659,-73.9534962003
516,40.7155592994,-73.7479142376
517,40.6675425256,-73.9880536463
518,40.6156345911,-74.0050196748
519,40.761081365,-73.8019463654
520,40.7854362812,-73.9767752744
521,40.8280613947,-73.9245439849
522,40.7272481052,-73.8638568663
523,40.7666631408,-73.9688851944
524,40.7188777415,-73.9991798104
525,40.7436444557,-73.8877628324
526,40.800207807,-73.9385097273
527,40.7475536055,-73.9737152673
528,40.7002518873,-73.8294185618
529,40.7778314564,-73.9566978765
530,40.749455755,-73.7075937767
531,40.5768113512,-73.964188984
532,40.6976107955,-73.8058779999
533,40.6959025746,-73.9853929564
534,40.7016278096,-73.8062247207
535,40.773547995,-73.9071475926
536,40.7401573644,-73.923527423
537,40.680724921,-73.8432669999
538,40.6993691669,-73.8324829681
539,40.6368176456,-73.8984593001
540,40.745556297,-73.7150063197
541,40.7524385581,-73.9253229771
542,40.8509564288,-73.9322226501
543,40.7658106696,-73.9192099249
544,40.741285051,-73.9946484064
545,40.7468180601,-73.8936821709
546,40.7752306574,-73.9836171286
547,40.7504306231,-73.8783375788
548,40.7435685317,-73.9816825696
549,40.6255602516,-73.9984806784
550,40.7308447931,-73.8638956884
551,40.6685070502,-73.9851209331
552,40.6375160925,-74.0777535539
553,40.6925517185,-73.8555356069
554,40.7588698217,-73.9742299149
555,40.6944372629,-73.9928499785
556,40.6336777437,-73.9484181122
557,40.8021126751,-73.9371203898
558,40.8126075163,-73.9554506215
559,40.7595256022,-73.9891507231
560,40.850996418,-73.9388272192
561,40.6907137523,-73.8137585396
562,40.5835645654,-74.0859124279
563,40.7317901111,-73.8687368303
564,40.7654388793,-73.9575851187
565,40.7572451658,-73.9717124351
566,40.7597313799,-73.9665167845
567,40.6091037342,-73.9719982148
568,40.6790099416,-73.8637884496
569,40.6002602944,-73.9339645347
570,40.7651785023,-73.9821704489
571,40.754777129,-73.9938278418
572,40.7461947734,-73.9841963247
573,40.863728424,-73.9195935627
574,40.7494927354,-73.8889492723
575,40.6505016802,-73.9599781205
576,40.8877631651,-73.9069015924
577,40.7438739648,-73.9228004704
578,40.7622294006,-73.9880346226
579,40.7479834188,-73.9804861564
580,40.6227289412,-73.9649128128
581,40.7536529736,-73.9342878823
582,40.885280512,-73.901046206
583,40.8773831264,-73.9070304719
584,40.6996007667,-73.9198414544
585,40.7854042578,-73.9790305889
586,40.6379588898,-73.989510096
587,40.7554709403,-73.7669617816
588,40.5888318936,-73.9605961108
589,40.8816497579,-73.8826265075
590,40.8804458857,-73.9035900042
591,40.6743712176,-73.9722912884
592,40.6456265471,-73.9581545341
593,40.6197975056,-74.0326521599
594,40.6015947181,-73.9934294371
595,40.7488794927,-73.8930783766
596,40.7372786315,-73.9792227531
597,40.6599681814,-73.8851508338
598,40.8291471748,-73.8243957788
599,40.7467505565,-73.8963269279
600,40.6177863766,-73.9589919461
601,40.6935931845,-73.9925400996
602,40.7207462997,-73.8552390814
603,40.7457388018,-73.9877605843
604,40.704959651,-74.0070715563
605,40.8626565341,-73.9020309482
606,40.7416193504,-73.882424551
607,40.6279801938,-74.0130592466
608,40.6075429304,-74.0017566771
609,40.738467871,-73.9277180098
610,40.755173528,-73.9870818514
611,40.7196013078,-73.9875554412
612,40.6898256438,-73.9799799021
613,40.7956531757,-73.9712769871
614,40.7059296289,-74.0058323211
615,40.5785677115,-73.8363242911
616,40.727336993,-73.9521056238
617,40.6797354072,-73.9682192627
618,40.6421395444,-74.0768295523
619,40.6874161178,-73.8351551621
620,40.7387369741,-73.9867939219
621,40.7211053775,-74.0010372795
622,40.8083276774,-73.9638774008
623,40.7523141369,-73.9310845465
624,40.8798394205,-73.8805290738
625,40.6329595104,-73.9834098741
626,40.7160024153,-73.9871956413
627,40.6324975126,-73.9495085905
628,40.7334823994,-74.0034475085
629,40.6102821029,-73.9556059132
630,40.6954271494,-73.8398188755
631,40.747579621,-73.9745814966
632,40.876748753,-73.8469249408
633,40.7442244471,-73.9805870688
634,40.7417243556,-73.8815166032
635,40.6419481015,-73.9487048305
636,40.8098732065,-73.9474628008
637,40.7877908434,-73.9774946755
638,40.6311486873,-73.9954851733
639,40.6552371908,-73.9611435774
640,40.5966647594,-73.9743890649
641,40.7798154321,-73.9552458903
642,40.6217351214,-74.0060385242
643,40.7361802298,-73.8656935989
644,40.7005417567,-73.9044431685
645,40.7183641536,-73.7359043735
646,40.8761954284,-73.8297862974
647,40.75104207,-74.0015817225
648,40.6993431779,-73.9911146855
649,40.7219011084,-73.8496977844
650,40.630899475,-74.1033907569
651,40.6200283717,-73.9893793115
652,40.7696281213,-73.9170302329
653,40.6157468742,-73.9294463224
654,40.8582403798,-73.8848319715
655,40.6247909689,-73.9622093283
656,40.7093543425,-74.0086265557
657,40.6818195103,-73.8787994024
658,40.7619766051,-73.9726975664
659,40.5792636771,-74.1085839648
660,40.6755261781,-73.9711360295
661,40.7221897973,-73.9891469262
662,40.7629455006,-73.8278896734
663,40.8298630044,-73.8251214294
664,40.7031216822,-74.0127367303
665,40.7261558212,-73.7917492484
666,40.7521408536,-73.9282647371
667,40.6836782895,-73.8343663105
668,40.6456948513,-74.013183935
669,40.743053454,-73.9328998577
670,40.6347841615,-74.110732815
671,40.761427172,-73.9831412522
672,40.7300945357,-73.8627117766
673,40.7588606863,-73.9700701599
674,40.715298208,-73.9012674971
675,40.7219521117,-73.8674946727
676,40.7309523817,-73.8629316875
677,40.8152974041,-73.9288414229
678,40.687246159,-73.9854024829
679,40.6340817335,-74.02384816
680,40.7679656484,-73.9929647413
681,40.6991745743,-73.9184816115
682,40.7645242141,-73.981558743
683,40.7455322315,-73.9804601687
684,40.6289079719,-74.005553427
685,40.690699662,-73.956742921
686,40.8086800508,-73.9496226847
687,40.7642757124,-73.7709373172
688,40.7803178493,-73.9548766971
689,40.6703829469,-73.9285941278
690,40.755146533,-73.8280691865
691,40.7184710987,-73.736208831
692,40.6433581839,-74.076598536
693,40.5959977561,-73.9803753718
694,40.6186771331,-73.9287505392
695,40.7228108696,-73.8194144941
696,40.6672558928,-73.9529764473
697,40.8764225581,-73.8485781106
698,40.7596066742,-73.9776726023
699,40.710924312,-74.007900237
700,40.7178957018,-73.9981440404
701,40.742994168,-73.9823117644
702,40.6347538333,-74.105789521
703,40.7479931807,-73.9774920427
704,40.7133358551,-73.7615724887
705,40.7877498621,-73.9534342313
706,40.8423285278,-73.8451407517
707,40.7414608825,-73.9915806159
708,40.7657854928,-73.744670284
709,40.7376474237,-73.9844346271
710,40.7943530853,-73.9511546967
711,40.7057867911,-73.8092061161
712,40.6190388156,-73.9288930873
713,40.7493527834,-73.8899807558
714,40.766288835,-73.9632709589
715,40.6418471535,-74.0774987503
716,40.7511715684,-73.983365986
717,40.6434014509,-73.9778265401
718,40.7605959453,-73.9841905332
719,40.6474108815,-73.958513482
720,40.6364853207,-73.8979488066
721,40.7619300968,-73.9851305512
722,40.8375391358,-73.9067449281
723,40.6321775635,-74.0214553473
724,40.6970434437,-73.991686206
725,40.7407843203,-73.7857726199
726,40.6450963989,-73.9584109854
727,40.6051763966,-73.9807210888
728,40.6470937571,-73.9043975784
729,40.8851922884,-73.9092006476
730,40.7433014825,-73.9877458735
731,40.7015766832,-73.8069956014
732,40.7433824773,-73.9923201709
733,40.7136364802,-73.7793066646
734,40.6635316463,-73.92517991
735,40.8895489852,-73.8980549033
736,40.6348430468,-73.9950516694
737,40.7567150098,-73.9691081567
738,40.6492817426,-73.96298958
739,40.6347562775,-74.1051167325
740,40.7572162589,-73.829891303
741,40.7722095486,-73.7343238864
742,40.7592593315,-73.7686609313
743,40.5857296013,-74.0878139616
744,40.635833617,-73.9911760102
745,40.6065547778,-73.9641602511
746,40.780555176,-73.8025462204
747,40.74505375,-73.8877842783
748,40.7581452536,-73.9735022488
749,40.7474291587,-73.8864688855
750,40.7645885636,-73.9836804486
751,40.6379454618,-73.9682852338
752,40.5392892314,-74.1486961714
753,40.7213757921,-73.9937638371
754,40.7180263945,-73.9903323363
755,40.7621633939,-73.9895649787
756,40.7469334629,-73.8900244382
757,40.633087015,-74.0119616622
758,40.7405864202,-74.0046977566
759,40.7518093885,-73.9884424555
760,40.6383702408,-74.0771887264
761,40.7328778621,-73.8499695948
762,40.7328261151,-73.9873744378
763,40.6964157001,-73.9341029685
764,40.747143737,-73.8880228403
765,40.791105012,-73.9741630191
766,40.6605110657,-73.9803715018
767,40.8591306519,-73.8984536288
768,40.5714669538,-74.1119887837
769,40.6893903044,-73.9906194297
770,40.753309093,-73.9346010978
771,40.7007077515,-73.8989270124
772,40.6543908552,-73.8876633703
773,40.7381464634,-73.9805700441
774,40.7062223891,-74.0091259393
775,40.7638580244,-73.9160614535
776,40.746179779,-73.9439015277
777,40.8497325201,-73.9360265419
778,40.7329402418,-74.0033079528
779,40.7300433599,-73.8610094885
780,40.7473527475,-73.9770835388
781,40.8333710157,-73.8510466369
782,40.6426632984,-73.9486175521
783,40.6296750797,-73.9795949616
784,40.7436735191,-73.979265709
785,40.7889475085,-73.8135541222
786,40.7329283317,-73.9861214344
787,40.7476068548,-73.9866905415
788,40.708315278,-73.8003161783
789,40.7382855924,-73.989590682
790,40.7230225383,-73.8685795637
791,40.8455445027,-73.8649849087
792,40.6759419836,-73.9635018256
793,40.7598955466,-73.9689013746
794,40.7468603525,-73.9868345336
795,40.7108412461,-73.8528784693
796,40.5752715623,-73.9632556575
797,40.6379147614,-73.9946618127
798,40.7612762916,-73.9687726106
799,40.7594609155,-73.9814635212
800,40.7533075873,-73.8328225872
801,40.6304731941,-73.9775746972
802,40.7624753083,-73.960031132
803,40.755104691,-73.9888428785
804,40.7485294735,-73.8774005977
805,40.8537129239,-73.8831655452
806,40.7569767174,-73.9755618012
807,40.7624466598,-73.9861303636
808,40.6870169324,-73.9770198249
809,40.7545448687,-73.9932777985
810,40.6390317526,-73.9882634503
811,40.719251809,-74.0046668757
812,40.8014062781,-73.9373511962
813,40.8986025792,-73.867303739
814,40.6846888232,-73.9947017935
815,40.6297409203,-74.1100185003
816,40.7265743538,-73.8645442515
817,40.8305769562,-73.8262554175
818,40.6161529051,-73.9928160236
819,40.7545700865,-73.9930824301
820,40.7531236001,-73.7928106017
821,40.6102903613,-73.9990181426
822,40.7450962234,-73.9041743671
823,40.6582983777,-73.8394540259
824,40.7239479631,-73.9972109702
825,40.6815069962,-73.8559382299
826,40.6523955591,-74.0066088204
827,40.8419146231,-73.8590890456
828,40.7085323802,-74.0105126353
829,40.8482048565,-73.8558200053
830,40.7087635627,-73.7969230505
831,40.6109942775,-73.9235407801
